Id,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,DeletionDate,Score,ViewCount,Body,OwnerUserId,OwnerDisplayName,LastEditorUserId,LastEditorDisplayName,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ClosedDate,CommunityOwnedDate,ContentLicense
"56571316","1","56691371","","2019-06-12 22:54:27","","4","1760","<p>In Apple's WWDC videos on <code>Swift Combine</code>, they always use <code>NSNotificationCenter</code> as the publisher of messages. However, a <code>Publisher</code> does not appear to have any ability to actually send a message on demand. That functionality appears to be in <code>Subject</code>.</p>

<p>Am I correct in assuming that a <code>Subject</code> must therefor be the root object of any chain of <code>Publishers</code>? Apple provides two built-in subjects called: <code>CurrentValueSubject</code> and <code>PassthroughSubject</code>.</p>

<p>But I assume I can write my own <code>Subject</code> using the appropriate protocols? </p>
","48321","","310175","","2019-06-20 18:27:31","2019-06-20 18:27:31","In Swift Combine, is the ""root"" object always a Subject?","<swift><swift5><combine>","1","0","2","","","CC BY-SA 4.0"
"56579501","1","56689905","","2019-06-13 11:31:52","","15","9339","<p>In Apple's 2019 WWDC video <code>Swift Combine in Practice</code>, they demonstrate using a <code>debounce</code> publisher to slow down the rate of messages. </p>

<pre><code>return $username
  .debounce(for: 0.5, scheduler: RunLoop.main)
  .removeDuplicates()
  .eraseToAnyPublisher()
</code></pre>

<p>However, anytime I attempt to use it in a similar fashion, I get the following error: </p>

<blockquote>
  <p>Cannot invoke 'debounce' with an argument list of type '(for: Double, scheduler: RunLoop)'</p>
</blockquote>

<p>The <code>debounce()</code> signature is: </p>

<pre><code>public func debounce&lt;S&gt;(for dueTime: S.SchedulerTimeType.Stride, 
                          scheduler: S,
                            options: S.SchedulerOptions? = nil) -&gt; 
                                    Publishers.Debounce&lt;Self, S&gt; where S : Scheduler
</code></pre>

<p><code>SchedulerTimeType.Stride</code> appears to be initializable with a numeric but it's not working for me or my inexperience with Swift Generics is on display. </p>

<p>What is the correct way to call this? </p>

<p><strong>Edit</strong></p>

<p>Duplicate of <a href=""https://stackoverflow.com/questions/56564967"">this question...</a></p>

<p>Searching for generic words like ""Combine"" is, for now, rather challenging... </p>

<p><em>macOS 10.15, Xcode 11</em></p>
","48321","","310175","","2019-06-20 18:27:22","2019-06-23 01:44:35","What is the correct syntax for using Publishers.debounce() in Swift Combine?","<swift><swift5><combine>","1","1","1","","","CC BY-SA 4.0"
"56601592","1","56601729","","2019-06-14 15:51:56","","2","2395","<p>For an class in <code>SwiftUI</code> to conform to <code>BindableObject</code>, it has to have a Publisher, usually <code>didChange</code>, which in all of the SwiftUI documentation and videos I've seen so far, is a <code>PassthroughSubject</code>.</p>

<p>For example, if you have a class called <code>TestObject</code>, <code>didChange</code> might equal <code>PassthroughSubject&lt;TestObject, Never&gt;()</code>. I understand that the first type is the type of the data that the <code>PassthroughSubject</code> passes on, but what is <code>Never</code>? What is its purpose and are there any scenarios where the second type is not <code>Never</code>?</p>
","5140471","","","","","2019-10-14 09:39:13","What is Never in PassthroughSubject?","<swiftui><combine>","2","0","","","","CC BY-SA 4.0"
"56611057","1","","","2019-06-15 14:03:15","","2","1162","<p>I can see that <code>Subject.eraseToAnySubject()</code> returns the concrete <code>Subject</code> type <code>AnySubject</code>. I'm assuming this is using a type eraser pattern.  </p>

<p>However, the apple docs provide almost no details: <a href=""https://developer.apple.com/documentation/combine/passthroughsubject/3241547-erasetoanysubject"" rel=""nofollow noreferrer"">https://developer.apple.com/documentation/combine/passthroughsubject/3241547-erasetoanysubject</a></p>

<p>Can anyone explain how this works and where it should be used?  </p>

<p>Also, would it be possible to use the <code>some</code> keyword to avoid using <code>AnySubject</code>?</p>
","834333","","","","","2019-06-20 18:51:15","Can anyone explain Swift Combine's Subject.eraseToAnySubject() method and where it should be used?","<swift><combine>","1","1","","","","CC BY-SA 4.0"
"56613622","1","","","2019-06-15 19:37:26","","9","3141","<p>SwiftUI has implicit animations with <code>.animate()</code>, and explicit ones using <code>.withAnimation()</code>. However, I can't figure out how to animate an image change:</p>

<pre><code>struct ImageViewWidget : View {
  @ObjectBinding var imageLoader: ImageLoader

  init(imageURL: URL) {
    imageLoader = ImageLoader(imageURL: imageURL)
  }

  var body: some View {
    Image(uiImage:
      (imageLoader.data.count == 0) ? UIImage(named: ""logo-old"")! :  UIImage(data: imageLoader.data)!)
        .resizable()
        .cornerRadius(5)
        .frame(width: 120, height:120)
  }
}
</code></pre>

<p>This <code>Image</code>'s <code>uiImage</code> argument is passed the <code>old-logo</code> (placeholder) if there's no data in <code>imageLoader</code> (a <code>BindableObject</code>), and replaces it with the correct one once that's asynchronously loaded:</p>

<pre><code>class ImageLoader : BindableObject {
  let didChange = PassthroughSubject&lt;Data, Never&gt;()

  var data = Data() {
    didSet {
      didChange.send(data)
    }
  }

  init(imageURL: URL) {
    print(""Image loader being initted!"")
    let url = imageURL

    URLSession.shared.dataTask(with: url) { (data, _, _) in
      guard let data = data else { return }
      DispatchQueue.main.async {
        self.data = data
      }
      }.resume()

  }
}
</code></pre>

<p>How can I animate this change, the moment where <code>data.count</code> stops being <code>0</code>, and we have the image? say I want a fade out-in animation..</p>
","5013234","","5013234","","2019-06-15 21:59:11","2020-07-02 08:15:40","SwiftUI: animate changes that depend on @ObjectBinding","<swiftui><combine>","2","4","3","","","CC BY-SA 4.0"
"56622860","1","56638991","","2019-06-16 21:48:41","","1","898","<p><strong>This issue would ideally be deleted because it is related to obsolete beta version of Xcode only.</strong></p>
<p>[WWDC Video 721 Combine in Practice][1] seems to indicate that RunLoop.main should be a valid scheduler to use in Combine with <code>delay</code> or <code>debounce</code> but I'm seeing compile errors with Xcode claiming that RunLoop doesn't conform to scheduler. Am I doing something wrong or is this just an issue with the first beta of Xcode.</p>
<pre><code>ContentView.swift:95:77: error: argument type 'RunLoop' does not conform to expected type 'Scheduler'
        return delayPublisher.debounce(for: .seconds(5), scheduler: RunLoop.main).eraseToAnyPublisher()
</code></pre>
<p>I've raised FB6160439.</p>
<p>[1]: <a href=""https://developer.apple.com/videos/play/wwdc2019/721/"" rel=""nofollow noreferrer"">https://developer.apple.com/videos/play/wwdc2019/721/</a> (slides 79, 80, 211).</p>
","1476206","","1476206","","2021-06-21 13:38:00","2021-06-21 13:38:00","What should the scheduler be for delay and debounce in Combine? (Xcode 11 beta 1 only)","<swift><xcode><combine>","1","1","1","","","CC BY-SA 4.0"
"56657106","1","56657168","","2019-06-18 21:11:36","","2","3017","<p>I'd like to handle a series of network calls in my app. Each call is asynchronous and <code>flatMap()</code> seems like the right call. However, <code>flatMap</code> processes all arguments at the same time and I need the calls to be sequential -- the next network call starts only after the previous one is finished. I looked up an RxSwift <a href=""https://stackoverflow.com/questions/47906030/rxswift-how-to-chain-observables-sequentially"">answer</a> but it requires <code>concatMap</code> operator that Combine does not have. Here is rough outline of what I'm trying to do, but <code>flatMap</code> fires all <code>myCalls</code> at the same time.</p>

<pre><code>Publishers.Sequence(sequence: urls)
  .flatMap { url in
    Publishers.Future&lt;Result, Error&gt; { callback in 
        myCall { data, error in 
            if let data = data {
                callback(.success(data))
            } else if let error = error {
                callback(.failure(error))
            }
        }
    }
  }
</code></pre>
","2981130","","1000551","","2019-12-07 10:02:20","2019-12-07 10:02:20","How to schedule a synchronous sequence of asynchronous calls in Combine?","<ios><swift><combine>","2","0","","","","CC BY-SA 4.0"
"56677669","1","56826472","","2019-06-20 00:56:43","","0","1383","<p>I’m trying to change to the main thread in the downstream with <code>.receive(on: DispatchQueue.main)</code> but then I don’t receive inputs when using either <code>.subscribe(:)</code> or <code>.sink(receiveValue:)</code>. If I don’t change threads I do receive the proper inputs. </p>

<p><strong>Publisher</strong></p>

<pre class=""lang-swift prettyprint-override""><code>extension URLSessionWebSocketTask {
  struct ReceivePublisher: Publisher {
    typealias Output = Message
    typealias Failure = Error

    let task: URLSessionWebSocketTask

    func receive&lt;S&gt;(subscriber: S) where S: Subscriber, Output == S.Input, Failure == S.Failure {
      task.receive { result in
        switch result {
        case .success(let message): _ = subscriber.receive(message)
        case .failure(let error): subscriber.receive(completion: .failure(error))
        }
      }
    }
  }
}

extension URLSessionWebSocketTask {
  func receivePublisher() -&gt; ReceivePublisher {
    ReceivePublisher(task: self)
  }
}
</code></pre>

<p><strong>Subscriber</strong></p>

<pre class=""lang-swift prettyprint-override""><code>extension ViewModel: Subscriber {
  typealias Input = URLSessionWebSocketTask.Message
  typealias Failure = Error

  func receive(subscription: Subscription) {}

  func receive(_ input: URLSessionWebSocketTask.Message) -&gt; Subscribers.Demand {
    // Handle input here.
    // When using `.receive(on:)` this method is not called when should be.
    return .unlimited
  }

  func receive(completion: Subscribers.Completion&lt;Error&gt;) {}
}
</code></pre>

<p><strong>Subscribe</strong></p>

<pre class=""lang-swift prettyprint-override""><code>socketTask.receivePublisher()
      .receive(on: DispatchQueue.main)
      .subscribe(viewModel)
socketTask.resume()
</code></pre>
","3058601","","3058601","","2019-06-20 04:26:03","2019-07-19 20:25:48","Not receiving inputs when using `.receive(on: DispatchQueue.main)`","<ios><swift><combine>","1","6","","","","CC BY-SA 4.0"
"56686026","1","56747738","","2019-06-20 12:28:47","","29","5789","<p>From within a property wrapper in Swift, can you someone refer back to the instance of the class or struck that owns the property being wrapped? Using <code>self</code> doesn't obviously work, nor does <code>super</code>. </p>

<p>I tried to pass in <code>self</code> to the property wrapper's <code>init()</code> but that doesn't work either because <code>self</code> on <code>Configuration</code> is not yet defined when <code>@propertywrapper</code> is evaluated.</p>

<p>My use case is in a class for managing a large number of settings or configurations. If any property is changed, I just want to notify interested parties that <em>something</em> changed. They don't really need to know which value just, so use something like <code>KVO</code> or a <code>Publisher</code> for each property isn't really necessary.</p>

<p>A property wrapper looks ideal, but I can't figure out how to pass in some sort of reference to the owning instance that the wrapper can call back to.</p>

<p>References: </p>

<p><a href=""https://github.com/DougGregor/swift-evolution/blob/property-wrappers/proposals/0258-property-wrappers.md"" rel=""noreferrer"">SE-0258</a></p>

<pre><code>enum PropertyIdentifier {
  case backgroundColor
  case textColor
}

@propertyWrapper
struct Recorded&lt;T&gt; {
  let identifier:PropertyIdentifier
  var _value: T

  init(_ identifier:PropertyIdentifier, defaultValue: T) {
    self.identifier = identifier
    self._value = defaultValue
  }

  var value: T {
    get {  _value }
    set {
      _value = newValue

      // How to callback to Configuration.propertyWasSet()?
      //
      // [self/super/...].propertyWasSet(identifier)
    }
  }
}

struct Configuration {

  @Recorded(.backgroundColor, defaultValue:NSColor.white)
  var backgroundColor:NSColor

  @Recorded(.textColor, defaultValue:NSColor.black)
  var textColor:NSColor

  func propertyWasSet(_ identifier:PropertyIdentifier) {
    // Do something...
  }
}
</code></pre>
","48321","","1033581","","2019-06-25 06:22:05","2020-06-04 12:53:19","Can a Swift Property Wrapper reference the owner of the property its wrapping?","<swift><swift5><combine>","4","6","4","","","CC BY-SA 4.0"
"56717392","1","56717393","","2019-06-22 16:54:27","","5","3726","<p>In WWDC 2019 video 721, the basis of the main example starts like this:</p>

<pre><code>let trickNamePublisher = NotificationCenter.default.publisher(for: .newTrickDownloaded)
    .map { notification in
        return notification.userInfo?[""data""] as! Data
    }
</code></pre>

<p>That seems inadvisable. What happens if there's no <code>userInfo</code>, or it contains no <code>""data""</code> key, or it isn't a Data? We'll force-unwrap <code>nil</code> and crash. What's the best practice here?</p>
","341994","","341994","","2019-06-22 18:14:42","2019-06-22 18:14:42","Avoiding forced unwrapping in Swift Combine framework","<swift><option-type><ios13><combine>","1","6","","","","CC BY-SA 4.0"
"56724566","1","56911058","","2019-06-23 13:55:17","","48","9252","<p>When using new Combine framework you can specify the scheduler on which to receive elements from the publisher.</p>

<p>Is there a big difference between <code>RunLoop.main</code> and <code>DispatchQueue.main</code> in this case when assigning publisher to UI element? The first one returns the run loop of the main thread and the second queue associated with the main thread. </p>
","4386014","","","","","2022-02-21 17:17:03","RunLoop vs DispatchQueue as Scheduler","<swift><grand-central-dispatch><nsrunloop><combine>","5","0","19","","","CC BY-SA 4.0"
"56727451","1","56796398","","2019-06-23 20:21:37","","3","1847","<p>I was playing with Combine framework lately and was wondering if it is possible to create some smart extension to get text changes as Publisher.</p>

<p>Let's say I've got two UITextFields:</p>

<pre><code>firstTextField.textPub.sink {
    self.viewModel.first = $0
}

secondTextField.textPub.sink {
    self.viewModel.second = $0
}
</code></pre>

<p>where first and second variable is just `@Published var first/second: String = """"</p>

<pre><code>extension UITextField {
    var textPub: AnyPublisher&lt;String, Never&gt; {
        return NotificationCenter.default
            .publisher(for: UITextField.textDidChangeNotification)
            .map {
                guard let textField = $0.object as? UITextField else { return """" }
                return textField.text ?? """"
            }
            .eraseToAnyPublisher()
    }
}
</code></pre>

<p>This doesn't work because I'm using shared instance of NotificationCenter so when I make any change to any of textFields it will propagate new value to both <code>sink</code> closures. Do you think is there any way to achieve something similar to <code>rx.text</code> available in RxSwift? I was thinking about using <code>addTarget</code> with closure but it would require using associated objects from Objective-C.</p>
","4386014","","","","","2020-03-08 15:58:36","Multiple UITextFields and textDidChangeNotification notification","<swift><uikit><combine>","2","0","","","","CC BY-SA 4.0"
"56731802","1","","","2019-06-24 07:34:08","","1","358","<p>""PassthroughSubject"" seems to be thread-unsafe. Please see the code below, I'm sending 100 values concurrently to a subscriber which only request <code>.max(5)</code>. Subscriber should only get 5 values I think, but it actually got more. Is this a bug or limitation?</p>

<pre class=""lang-swift prettyprint-override""><code>// Xcode11 beta2

var count = 0
let q = DispatchQueue(label: UUID().uuidString)
let g = DispatchGroup()

let subject = PassthroughSubject&lt;Int, Never&gt;()
let subscriber = AnySubscriber&lt;Int, Never&gt;(receiveSubscription: { (s) in
    s.request(.max(5))
}, receiveValue: { v in
    q.sync {
        count += 1
    }
    return .none
}, receiveCompletion: { c in
})
subject.subscribe(subscriber)

for i in 0..&lt;100 {
    DispatchQueue.global().async(group: g) {
        subject.send(i)
    }
}

g.wait()
print(""receive"", count)  // expected 5, but got more(7, 9...)
</code></pre>
","","user6683350","","user6683350","2019-06-24 07:55:30","2022-07-14 18:22:49","""PassthroughSubject"" seems to be thread-unsafe, is this a bug or limitation?","<swift><combine>","1","0","","","","CC BY-SA 4.0"
"56735382","1","58117295","","2019-06-24 11:14:40","","12","11745","<p>I'm trying to execute an action every time a <code>textField</code>'s value is changed.</p>

<pre><code>@Published var value: String = """"

var body: some View {            
     $value.sink { (val) in
        print(val)
     }
     return TextField($value)       
}
</code></pre>

<p>But I get below error.</p>

<blockquote>
  <p>Cannot convert value of type 'Published' to expected argument type 'Binding'</p>
</blockquote>
","10208552","","25122","","2019-06-24 21:44:09","2022-08-22 08:38:10","How to observe a TextField value with SwiftUI and Combine?","<ios><swiftui><combine>","6","0","2","","","CC BY-SA 4.0"
